Image_ID,en_caption
figure12-01-30E,"Quadrant retinitis pigmentosa, early image of FFA in the left eye with mild hyperfluorescence in the macula. CLINICAL DATA: The patient is a female, 30 years old. Poor vision in the right eye compared to the left eye since childhood. History of inflammation or trauma was denied, and family history was denied. Visual acuity: right 0.7, left 1.0. Visual field examination revealed a subnasal fan-shaped visual field defect in the right eye. The visual field of the left eye was normal."
figure12-01-30F,"Quadrant retinitis pigmentosa with late image of FFA in the left eye and late regression as mild translucent fluorescent changes. CLINICAL DATA: The patient is a female, 30 years old. Poor vision in the right eye compared to the left eye since childhood. History of inflammation or trauma was denied, and family history was denied. Visual acuity was 0.7 in the right eye and 1.0 in the left eye, with a subnasal fan-shaped visual field defect in the right eye. The visual field of the left eye was normal."
figure12-02-03A,"Stargardt's disease, right eye FFA image 2 minutes 21 seconds, peripheral optic disc with hypofluorescent area encircling, posterior pole large hyperfluorescent area about 4-5PD range, and encircling the extra optic disc hypofluorescent area, macular center about 2PD range can be seen in most of the hypofluorescent spots (choroidal capillary atrophy), background fluorescence outside the hyperfluorescent area is obscured. Clinical data: The patient was a male, 11 years old, with poor vision since childhood, and now his visual acuity was 0.08 in both eyes, and his sister had similar fundus lesions, which were more severe than the patient."
figure12-02-03B,"Stargardt's disease, left eye FFA image 3 minutes 22 seconds, peripheral optic disc has low fluorescence area encircling, posterior pole large high fluorescence area about 4-5PD range, and encircling the low fluorescence area outside the optic disc, the macular center about 2PD range of the majority of low fluorescence points can be seen (choroidal capillaries atrophy), the background fluorescence outside the high fluorescence area is masked, only macular low fluorescence points are fewer than in the right eye. Clinical data: The patient was a male, 11 years old, with poor vision since childhood, and now his visual acuity was 0.08 in both eyes, and his sister had similar fundus lesions, which were more severe than the patient."
figure12-02-04D,"Stargardt's disease, left eye FFA image 4 minutes 30 seconds, periocular hypofluorescent circle, encircling atrophic lesion area is hyperfluorescent and most of the speckled hyperfluorescence is seen, background fluorescence is obscured. CLINICAL DATA: The patient is a 17-year-old female with poor vision since childhood, now 0.04 in both eyes, and her brother has a similar fundus lesion, but it is milder than this patient's"
figure12-02-08,"FFA image of right eye with optic cone cell dystrophy, same patient as Figure 12-2-7. FFA image of the right eye in the venous phase, with a large dark area in the center of the macula and no other abnormalities seen"
figure12-02-10,"FFA image of left eye with optic cone cell dystrophy, same patient as Figure 12-2-7. FFA image of the left eye in the venous phase, with a larger dark area in the center of the macula, symmetrical with the right eye"
figure12-02-12C,"Yolk-like macular degeneration, FFA image of the right eye, with a venous phase of macular area product showing uneven fluorescence with punctate hyperfluorescence and denser yellow spots obscuring the fluorescence"
figure12-02-12D,"Yolk-like macular degeneration, FFA image of the left eye, the lesion area in the macular region in the venous phase shows uneven fluorescence with punctate hypofluorescent and hyperfluorescent spots"
figure12-02-17,"FFA image of the right eye with adult-onset yolk-like macular degeneration (dystrophy), FFA image 49 seconds, corresponds to hypofluorescence at the macular lesion, weak fluorescence in most of the periphery of the lesion, and no fluorescence in the center. There is a ring of fluorescence around the periphery of the lesion."
figure12-02-18,"FFA image of adult-onset vitelliform macular degeneration (dystrophy) in the right eye, same patient as Figure 12-2-17, with advanced FFA, fluorescent staining of the lesion, and fluorescent accumulation at the localized retinal detachment"
figure12-02-20,"FFA image of adult-type yolk-like macular degeneration (dystrophy) in the left eye, FFA image 1 minute 6 seconds, early lesion is hypofluorescent, at this time it is weakly fluorescent, periphery of the lesion has a ring of translucent fluorescence"
figure12-02-21,"FFA image of adult-onset vitelliform macular degeneration (dystrophy) in the left eye, FFA image 10 minutes 58 seconds, the nasal half of the macular lesion shows semicircular diffuse uniform hyperfluorescence corresponding to the superficial detachment, the temporal side of the lesion remains hypofluorescent, the peripheral fluorescence circle of the lesion has not yet seen fluorescence regression, and two hyperfluorescent spots are visible"
figure12-02-23B,"Adult-onset vitelliform macular dystrophy of the left eye, fluorescent film of the left eye with hypofluorescent macular vitelliform foci and several fluorescent dots adjacent to them."
figure12-02-23C,Adult-onset vitelliform macular dystrophy of the left eye with advanced fluorescent angiography of the left eye and regression of the fluorescent dots.
figure12-02-25,"FFA image of butterfly-shaped macular pigment epithelial dystrophy in the right eye, with uneven hyperfluorescence in the macular area during the venous phase, and hypofluorescence in the small round lesion in the center of the original macula, in the hypofluorescence area there are most of the hypofluorescent strips of different lengths and thicknesses (pigmented stripes), and some of them are branched with outward extensions, and the optic disc and vascular filling are normal."
figure12-02-27,"FFA image of butterfly-shaped macular pigment epithelial dystrophy in the left eye, FFA changes in the macular area in the venous phase are basically similar to that of the right eye, with a map-like uneven hyperfluorescent area in the macular area, and pigment strips of varying lengths can be seen in this area, some intertwined in the center and some extending outward toward the macula, with normal optic disc and vascular filling"
figure12-02-30,"On fluoroscopic film of the right eye, there is an approximately 4 PD ovoid area of translucent fluorescence in the macula. Hypofluorescent strips and dots formed by pigment masking of various shapes are seen in between, some of which surround the center"
figure12-02-31,"Fluoroscopic film of the left eye, the image is basically similar to that of the right eye. There was a 4PD ovoid fluorescent area in the macula. In between, there were hypofluorescent bars and dots formed by pigment occlusions of different shapes, some of which surrounded the center, but the distribution of hypofluorescent bars and dots was different."
figure12-03-06,"Choroidal atrophy around the optic disk in the left eye, FFA image 52 seconds, there is a circular hypofluorescent area around the optic disk, about 1/2 (temporal) to 1PD (nasal) wide, and large blood vessels in the choroid are visible in this atrophic area. In the image, there are most of the large scattered hyperfluorescent spots above the fundus and on the nasal side, which are actually seen all around the fundus up to the equator. The optic disk and blood vessels are normal."
figure12-03-07,"Left eye peripapillary choroidal atrophy combined with Kandori's speckles, same patient as Figure 12-3-6, FFA image 129 seconds, most of the larger hyperfluorescent speckles are seen in the mid-weft of the fundus, and larger foci of atrophy (RPE and choroidal capillary atrophy) are also seen in the lower fundus, with normal vasculature and macular areas"
figure12-04-07,"FFA image of congenital retinal split with macular atrophic foci in the right eye, FFA 44 seconds, normal vascular filling, central macular atrophic foci blocked with hypofluorescence, punctate pale fluorescent edges partially visible at the edges of the lesion, clearly outlining the lesion"
figure12-04-10,"Congenital retinal cleft in the left eye, FFA image 11-20 minutes, below the optic disc at the congenital retinal cleft, showing only the edge of a cleft with an old macular center. The lesion shows fluorescence or partial staining, and the pigment obscures the fluorescence."
figure12-06-01C,"Fundus image of central carriage retinal choroidal atrophy in both eyes, and early FFA image of the right eye, showing a subcircular choroidal atrophic focus in the macula and fluorescent changes in and around the peripheral translucency."
figure12-06-01D,"Fundus image of central carriage retinal choroidal atrophy in both eyes, and late FFA image of the right eye, which shows fluorescent changes in and around the subcircular choroidal atrophy foci in the macular area, with late fluorescent staining opposite the subcircular choroidal atrophy foci."
figure12-06-02B,"Left eye with central choroidal chorioretinal atrophy, early FFA, hypofluorescence in the peripapillary atrophic area of the optic disc, a rounded lesion area of about 2 PD in the macula with some fluorescence infiltration at the margins, hypofluorescence in the center for the most part, hyperfluorescent spots at the vitreous warts"
figure12-06-02C,"In the left eye with central choroidal chorioretinal atrophy, FFA venous phase, the background fluorescence is slightly regressed, fluorescence remains at the macular lesion, and the center remains hypofluorescent."
figure12-06-02D,"Central choroidal retinal choroidal atrophy in the left eye with advanced FFA, with regression of both background and vascular fluorescence, peripapillary hypofluorescent area staining of the optic disc with increased fluorescence, and diffuse fluorescence staining of the macular lesion area, with hypofluorescence only in the center. The white thread-like vessels in the center of the macula are still fluorescent and filled, not occluded, and the central whorled retinal choroidal atrophy is a nonspecific lesion. It can be complicated by a variety of fundus diseases and may be the end result of multiple diseases that cause plasma and/or hemorrhagic detachment of the retinal neuroepithelium and/or pigment epithelium"
figure12-06-03A,"ICGA image of central corona retinal choroidal atrophy in the left eye, ICGA image 20 seconds, the atrophic ring around the optic disc is hypofluorescent, a subrounded hypofluorescent area of about 2 PD is seen in the macular region, and a large choroidal vascular filling is still visible in the area."
figure12-06-03B,"ICGA image of central corona retinalis choroidal atrophy in the left eye, ICGA image 25 seconds, within the macular hypofluorescence area, more filling of large blood vessels in the choroid is seen"
figure12-06-03C,"ICGA image of central corona retinal choroidal atrophy in the left eye at 1 minute and 3 seconds, with clearer edges of the peripapillary hypofluorescent area of the optic disc and the hypofluorescent area of the macula."
figure12-06-03D,"Central corona retinal choroidal atrophy in the left eye ICGA 30 minutes, vascular fluorescence regression, pale fluorescence visible in the macular hypofluorescent area"
figure12-06-05,"In the left eye, choroidal aphakia FFA image 18.5 seconds, the optic disc is hyperfluorescent, enlarged and well defined, the surface portion of the disc (vitreous warts) is more fluorescent, and the retinal vascular filling is normal. The fundus shows a large number of large vessels in the choroid and a lack of background fluorescence, a map-like hyperfluorescent area about 3PD x 3PD in the macula with a star-like edge radiating outward, an ovoid hypofluorescent area about 0.7PD in the center of the macula, and a relatively hyperfluorescent area about 1PD below the optic disc."
figure12-06-06,"Late FFA image of a patient with choroidal aphakia, left FFA image 604 seconds, optic disc hyperfluorescence, upper and lower enlarged, but with neat edges (vitreous wart staining), slightly enlarged edges of map-like hyperfluorescence of the macula, nasal fluorescence of this area has been fused with the optic disc hyperfluorescence, and the central hypofluorescent area of the macula remains the same. The large choroidal vessels are still clearly visible"
figure12-06-07,"FFA image of the right eye of a patient with a choroidopathy in the left eye, the optic disc is hyperfluorescent, the temporal portion is higher, the retinal vasculature is normal fluorescent filling, and a map-like hyperfluorescent area in the macula is essentially similar to the presentation of the left eye, but is larger in extent, about 3..5 PD x 4 PD.Nasal side is connected to the optic disc, and the center of the macula is also an ovoid hypofluorescent area of about .7 PD.The fundus likewise shows fluorescence of the medium and large vessels in the choroid, and is not visible. Background fluorescence"
figure12-06-08,"Late FFA image of the left eye in a patient without choroidopathy, FFA image of the right eye at 792 seconds, the temporal side of the optic disc is hyperfluorescent, the center of the macular map-like hyperfluorescent area partially regresses in fluorescence, leaving a hyperfluorescent rim, and the large blood vessels in the choroid are still visible but not as clear as in the early days"
figure12-07-01B,"Fundus image of retinal angioid streaks in the right eye, early stage of ICGA, with no obvious abnormal manifestations."
figure12-07-01C,"Fundus image of retinal angioid streaks in the right eye, late ICGA, showing angioid streaks with strong fluorescent changes."
figure12-07-01D,"Fundus image of retinal angioid streaks in the right eye, FFA image, angioid streaks show strong fluorescence but not as clearly as ICGA"
figure12-08-01B,"Pathological myopic fundus lesion macular neovascularization and hemorrhage in the right eye, FFA image 26 seconds, pale fluorescence in the temporal arc of the optic disc, masked fluorescence in the center of the hemorrhage of the macula, a point of fluorescence in its center (CNV), most of the periphery of the hemorrhage shows fluorescent spots, and the pigmented spots are masked fluorescence. CLINICAL DATA: Patient is a female, 72 years old, right eye 0.03 # 0.2 (-8DS), left eye 0.01 # 0.02 (-8DS)"
figure12-08-01C,"Pathological myopic fundus lesion macular neovascularization and hemorrhage in the right eye, FFA image 9 minutes, temporal arc of the optic disc stained with fluorescence, macular CNV fluorescence enhanced and enlarged, hemorrhage and pigmentation still obscuring the fluorescence. There was an area of hyperfluorescence between the optic disc and macula. CLINICAL INFORMATION: Patient is female, 72 years old, right eye 0.03 # 0.2 (-8DS), left eye 0.01 # 0.02 (-8DS)"
figure12-08-01D,"Pathological myopia fundus lesion macular neovascularization and hemorrhage in the right eye, ICGA image for 30 minutes, the optic disc and temporal arc showed a round hypofluorescent area, the center of the macula at the CNV, also showed a hyperfluorescent spot, the size of the same as that seen in the FFA, but the intensity was not as pronounced as that seen in the FFA, the optic disc macular interspace in the FFA showed a hyperfluorescent area, the ICGA showed hypofluorescent area due to choroidal capillary atrophy, hemorrhage and Hemorrhage and pigmentation also obscured the fluorescence. Clinical data: Patient is a 72-year-old female with 0.03 # 0.2 (-8DS) in the right eye and 0.01 # 0.02 (-8DS) in the left eye."
figure12-08-02B,"Pathological myopic retinopathy with macular atrophic foci and pigmentation in the left eye, FFA image of 7 minutes, the temporal arc of the optic disc shows fluorescence, the atrophic foci in the center of the macula shows strong fluorescence, the edges are more pronounced, scattered pigmented patches obscure the fluorescence, and a map-like translucent see-through fluorescence regresses around the atrophic foci."
figure12-08-02C,"Pathological myopic retinopathy macular atrophic foci and pigmentation in the left eye, ICGA image of 1 minute, with hypofluorescence in both the temporal arc of the optic disc and the central atrophic foci of the macula, and even more hypofluorescence at the pigmented spots."
figure12-08-02D,"In the left eye with pathologic myopic retinopathy with macular atrophic foci and pigmentation, the ICGA image at 30 minutes showed a subcircular hypofluorescent area in the optic disc and temporal arc similar to that seen in the right eye, and the macular atrophic foci were also hypofluorescent, with even lower fluorescence at the pigmented spots, and these hypofluorescent areas were more pronounced than in the early stage, with clearer borders. Between the temporal arc and the atrophic foci, fainter hypofluorescent areas were still visible."
figure12-08-03C,"Pathological myopia fundus lesions macular atrophy and reticular pigmentation in both eyes, right eye FFA2 minutes, peripapillary atrophy area of the optic disc was hypofluorescent, temporal atrophic arc fluorescence staining, posterior staphylococcal area translucent and stained with fluorescence, macular center of a triangular hyperfluorescent area for the neovascularization of the membrane from the center outward radial pigment stripe hypofluorescent stripe, FFA seen pigment stripe is more pronounced than the color fundus image. Pathologic myopia can often be seen scattered pigmented spots and streaks. Clinical data: patient is male, 67 years old, visual acuity: right 0.2, left 0.4, double -8DS"
figure12-08-03D,"Pathologic myopia fundus lesions macular atrophy and reticular pigmentation in both eyes, FFA 3 minutes in the left eye, pigment dots with hypofluorescence can be seen in the macular area. Clinical data: patient is male, 67 years old, visual acuity: right 0.2, left 0.4, double -8DS"
figure12-08-04C,"In the right eye with pathologic myopia fundus lesion FFA 18 minutes, there was fluorescence staining on the optic disc and in the temporal arc, scattered pigmented patches obscuring the fluorescence, and fluorescence staining in the atrophic areas. In eyes with pathologic myopia, triangular syndrome caused by occlusion of medium or large vessels in the choroid and atrophic areas and bands caused by atrophy of the retinal pigment epithelium and choroidal capillaries were sometimes seen."
figure12-08-04D,"In the right eye with pathologic myopia fundus lesion ICGA 17 minutes, the atrophic area of the fundus is hypofluorescent, faint fluorescence of the choroidal macrovessels can be seen, and there is a line of hypofluorescence from the atrophic area upward to the center of the macula and then folded to the supratemporal area, and in the eyes with pathologic myopia, the triangular syndrome caused by occlusion of the choroidal medium or large blood vessels, and the atrophic area and atrophic zone caused by the atrophy of the retinal pigment epithelium and the choroidal capillaries can be seen at times."
figure12-08-05C,"Pathological myopic fundus lesion macular hemorrhage in the right eye, FFA image at 11 minutes, hypofluorescence at the center of the macular hemorrhage, hemorrhage borders are clearer than in the color fundus image, fainter part of the center of the hemorrhage is more hypofluorescent, lacquer cracks show 3 short strips of hyperfluorescence, and fluorescence of the retinal blood vessels can be seen on the surface of the hemorrhage"
figure12-08-05D,"Pathological myopic fundus lesion macular hemorrhage in the left eye, FFA image at 11 minutes, the center of the macula presents a ~2PD elliptical hypofluorescent area, the extent of the hemorrhage is larger and more pronounced than the color fundus image, the center of the hemorrhage has a more hypofluorescent area, equivalent to the center of the hemorrhage of the macula in the color fundus image, and there is a streak of high-inflammatory light at the lacquer crackles. the FFA is more able to show the extent and concentration of the hemorrhage."
figure12-08-05E,"In the right eye with pathologic myopic fundus lesion macular hemorrhage, the ICGA image of 6 minutes showed hypofluorescence in the peripapillary atrophic area of the optic disc (which was significantly more hypofluorescent than in the FFA image), and the central hemorrhage of the macula showed an area of about 1/2 PD hypofluorescence, which was much smaller than the hypofluorescent area shown on the FFA image, and the lacquer crackles were seen only as a longitudinal hypofluorescent streak against the upper part of the lacquer."
figure12-08-05F,"In the right eye with pathologic myopic fundus lesion macular hemorrhage, ICGA image at 24 minutes, the hypofluorescent area in the peripapillary atrophic area of the optic disc was more pronounced, and the center of the macula showed a hypofluorescent area of the hemorrhage and lacquer crackles as seen at 6 minutes, although around this hypofluorescent area a weaker hypofluorescent area was faintly visible in a range similar to the range of hypofluorescent areas shown in the FFA. No CNV (choroidal neovascularization) or choroidal vasodilation was seen."
figure12-08-05G,"A macular hemorrhage from a pathologically myopic fundus lesion in the left eye shows hypofluorescence in the center of the macular hemorrhage in the ICGA image at 13 minutes. Its extent is less than that seen in FFA, and the lacquer crackles next to the hemorrhage show a short hypofluorescent streak, with no CNV seen"
figure12-08-05H,"Pathological myopic fundus lesion macular hemorrhage in the left eye, ICGA like 24 minutes, macular center hypofluorescence area and lacquer crackles seem to be slightly more obvious than in the middle stage, FFA is better than ICGA in showing the thickness and range of the hemorrhage, and ICGA is better than FFA in showing the atrophic area"
figure12-08-07C,"Pathological myopic fundus lesions in the right eye, ICGA image of the right eye at 21 minutes, hypofluorescence at two white atrophic foci in the center of the macula, even lower fluorescence at the pigmented occlusion, and hypofluorescent streaks above the atrophic foci, and at the lacquer crackles. CLINICAL INFORMATION: The patient is a female, 38 years old, with a 1-foot index in the right eye (-8DS) and 0.02 -6DS in the left)"
figure12-08-07D,"Pathological myopic fundus lesions in the left eye, ICGA image of the left eye at 24 minutes, hypofluorescence at the central macular hemorrhage, slightly more extensive than the color fundus image, and hypofluorescent streaks in the temporal lacrimal fissure. CLINICAL INFORMATION: The patient is a female, 38 years old, with a 1-foot index in the right eye (-8DS) and 0.02 -6DS in the left)"
figure12-08-08C,"ICGA image of a pathologic myopic fundus lesion in the left eye, FFA image of the left eye at 10 minutes and 5 seconds, optic disc and temporal arc stained with fluorescence, and atrophic foci with hyperfluorescent spots."
figure12-08-08D,"ICGA image of a pathologic myopic fundus lesion in the right eye, FFA image of the right eye at 7 minutes and 26 seconds, three large foci of atrophy on the temporal side of the macula are hyperfluorescent, and pigmented patches obscure the fluorescence"
figure12-08-08E,"ICGA image of pathologic myopic fundus lesions in the left eye, 1-minute ICGA image of the left eye with hypofluorescence in the peripapillary atrophic region of the optic disc, scattered hypofluorescent spots at the posterior pole, and pigmented spots obscuring the fluorescence more than the atrophic spots obscuring the fluorescence."
figure12-08-08F,"ICGA image of a pathologic myopic fundus lesion in the left eye, ICGA image of the left eye at 24 minutes, with a more pronounced area of peripapillary hypofluorescence fused with optic disc hypofluorescence, and an early hypofluorescent spot in the macula, which is now a pale fluorescent spot."
figure12-08-08G,"ICGA image of a pathologic myopic fundus lesion in the right eye, 6-minute ICGA image of the right eye with hypofluorescence in the peripapillary atrophic region of the optic disc, and hypofluorescence in three large atrophic regions on the temporal side as well, with scattered pigments obscuring the fluorescence, which is lower than the fluorescence in the atrophic regions."
figure12-08-08H,"ICGA image of pathologic myopic fundus lesions in the left eye, ICGA image of the left eye at 20 minutes, peripapillary atrophic area of the optic disc, temporal side of the three atrophic areas showing hypofluorescence is more pronounced than in the early stage, and pigmented patches continue to obscure the fluorescence"
figure12-08-09C,"ICGA image of a pathologic myopic fundus lesion in the right eye, and a 20-second FFA image of the right eye, with a ~1PD rounded whorled hyperfluorescent area (CNV) in the center of the macula equivalent to the pigmented spot, with pigmented speckles obscuring the fluorescence."
figure12-08-09D,"ICGA image of a pathologic myopic fundus lesion in the left eye, 2-minute FFA image of the left eye, macular center equivalent to the chromatophore, an area of hyperfluorescence of about 1/4 PD (CNV), pigmented dots obscuring the fluorescence, and its peripheral atrophic area stained with fluorescence"
figure12-08-12A,"Pathologic myopic fundus triangle syndrome in the right eye, 2-minute ICGA image of the right eye, with a large hypofluorescent area visible in the lower fundus as the left portion of a triangular hypofluorescent area."
figure12-08-12B,"Pathologic myopic fundus triangle syndrome in the right eye with 1-minute ICGA image of the right eye, the lower fundus shows most of a triangular hypofluorescent area, within which scattered pigment dots are seen to obscure fluorescence, and the choroidal vascular canalization is heterogeneous, with some staining and hyperfluorescent areas."
figure12-08-12C,"Pathologic myopic fundus triangularis syndrome in the left eye with a 2-minute ICGA image of the left eye, with a hypofluorescent peripapillary atrophic area encircling the optic disc, and hypofluorescent scattered pigmented dots temporal to and below the macula."
figure12-08-12D,"Pathologic myopic fundus triangle syndrome in the left eye, ICGA image of the left eye for 5 minutes, an area of hypofluorescence is also visible in the upper fundus (triangle syndrome)"
figure12-09-02D,"Small mouth disease with aqueous tail phenomenon and fluorescein angiographic image of the right eye, normal. CLINICAL DATA: The patient is a female, 61 years old. Poor vision at night. Visual acuity was 0.6 in both eyes. the fundus of both eyes had a golden yellow hue, which returned to normal after 2 hours of dark adaptation. the ERG optic cone cell response was normal, and the optic rod cell response was decreased. Impression: small mouth disease with aqueous tail"
figure12-09-02E,"Small mouth disease with aqueous tail phenomenon and fluorescein angiographic image of the left eye, normal. CLINICAL DATA: The patient is a female, 61 years old. Poor vision at night. Visual acuity was 0.6 in both eyes. the fundus of both eyes had a golden yellow hue, which returned to normal after 2 hours of dark adaptation. the ERG optic cone cell response was normal, and the optic rod cell response was decreased. Impression: small mouth disease with aqueous tail"
figure13-01-03,"Coats disease FFA image, same patient as figure13-1-1, with dilated, leaky deep small vessels in the macula and weak fluorescence at the mechanization"
figure13-01-04,"FFA image of Coats disease, corresponding to figure13-1-2, showing peripheral abnormally dilated capillaries in the form of a fishnet, hemangiomas in the form of hyperfluorescent clusters and areas of no drain injection"
figure13-01-05,"Coats disease FFA image, same patient as figure13-1-1, supratemporal peripheral retina also seen with capillaries dilated in a fishnet pattern"
figure13-02-02,"FFA image of parafoveal macular capillary dilatation in the right eye, an early FFA image of figure13-2-1. Coexistence of dilated and occluded capillaries in the macula with microangioma formation and hemorrhages obscuring the fluorescence"
figure13-02-03,"Paramacular capillary dilatation in the right eye, a late FFA image of a figure13-2-1 patient. Gradual leakage of fluorescein presents a hyperfluorescent area of approximately 2 PD Microaneurysms present as more hyperfluorescent spots. The hemorrhagic dots obscure the fluorescence"
figure13-02-05,"FFA image of right eye with idiopathic parafoveal macular capillary dilatation, 10 minutes 46 seconds negative, original macular capillary dilatation and microaneurysms are fluorescent, the dilatation is hyperfluorescence of varying intensity about 3PD size. The center of the macula was also fluorescent, and the fluorescence was slightly obscured by the thick exudate. The rest of the area has no abnormal fluorescence"
figure13-02-07,"Peripapillary macular capillary dilatation in the left eye, FFA of patient fig. 13-2-6, 29 seconds, peripapillary macular capillary dilatation in the form of a fishnet. Slightly enlarged macular arch bad, scattered majority of microangiomas around the macula"
figure13-02-08,"Late FFA image of a patient with macular paracentral capillary dilatation in the left eye, figure13-2-6, shows highly fluorescent capillary and microangiomatous leakage on the title side of the center of the macula and below it in varying intensities, with mild leakage fluorescence above the nasal side of the center of the macula. Scattered microangiomas show highly fluorescent spots"
figure13-04-03,FFA image of familial exudative vitreoretinopathy in the left eye with posterior pole retinal blood flush dragging toward the temporal side
figure13-04-04,"FFA image of familial exudative vitreoretinopathy in the left eye with temporal peripheral vascular pulling-induced, leakage, and vascular leakage at the edge of the perfusion-free zone in the late phase of imaging"
figure13-04-05,"FFA image of familial exudative vitreoretinopathy in the left eye, with many branches of peripheral retinal vessels traveling long distances below, and leakage at the end of the vessels. Beyond that, there is an avascular area."
figure13-04-06,"FFA image of familial exudative vitreoretinopathy in the left eye, with many long-traveling branches of retinal vessels on the nasal side, which behaves similarly to the lower peripheral portion"
figure14-02-01B,"Late FFA image of the left eye with active Harada disease, optic disc fluorescence leakage, multiple fluorescence leakage spots at the posterior pole, and fluorescence accumulation at the retinal detachment."
figure14-02-01C,"Intermediate ICGA image of the left eye in the active stage of Harada disease, with multiple irregular hypofluorescent spots visible in the middle."
figure14-02-01D,"Late ICGA image of the left eye in the active stage of Harada's disease, with persistence of some hypofluorescent spots in the late stage and some with fluorescent staining. Relative hypofluorescence in the retinal detachment area."
figure14-02-03B,"Fundus image of the active stage of Harada's disease, FFA early image, showing multiple tiny hyperfluorescent spots in the early posterior pole, gradually leaking and enlarging"
figure14-02-03C,"Fundus image of the active stage of Harada's disease, FFA mid-phase image with gradual leakage and enlargement of a hyperfluorescent spot at the posterior pole"
figure14-02-03D,"Fundus image of active Harada disease, late FFA image, fluorescence accumulation at advanced retinal detachment"
figure14-02-05C,"Fundus image of recovered Harada disease, FFA image below, fluorescent staining of yellow-white nodules visible"
figure14-02-05D,"Fundus image of recovered Harada's disease, FFA image of inferotemporal periphery, fluorescent staining of yellowish-white nodules visible"
figure14-03-03A,"FFA image of a fundus lesion of leukoaraiosis in the left eye with early FFA, fluorescent leakage from the optic disc and its peripheral vasculature, thin sub-titular vessels that are only partially filled, and macular involvement. Hyperfluorescent clusters are seen at the neovascularization above the optic disc title."
figure14-03-03B,"FFA image of a fundus lesion of leukoaraiosis in the left eye with advanced FFA, with enhanced and enlarged fluorescence leakage at the posterior pole including the neovascularization, and the distal portion of the sub-titular vessels, including the underside of the macular bulb, remaining unfilled, suggesting occlusion of the vessels. The macular sub-titular hemorrhage obscures the fluorescence"
figure14-05-03,"FFA image of fundus lesions in the left eye with AIDS disease, with multiple subnasal microangiomas and small patches of nonperfused areas in the left eye (equivalent to the area of silk-cotton patches), and a strip and round hemorrhage slightly obscuring the fluorescence of the blood vessels underneath it."
figure14-05-10,"FFA image of choroidal lesion of Pneumocystis carinii in the right eye, FFA image of the right eye of the patient in figure14-5-9, with an intensely hyperfluorescent cluster in the macular area and the superior temporal vascular arch lesion, about 5 slices in size, with indistinct edges of the lesion, which is located below the deep retinal vessels"
figure14-06-02A,"FFA image of the right eye with multiple transient white dot syndrome, an early stage of FFA with slightly granular hyperfluorescent changes in the corresponding parts of the white dots, in a patient with figure14-6-1"
figure14-06-04A,"FFA image of the right eye before and after recovery from multiple transient white dot syndrome, FFA image of the patient with FIGURE 14-6-3, for acute JUL visible granular hyperfluorescent changes in the corresponding parts of the socket dots."
figure14-06-04B,"FFA image of the right eye before and after recovery from multiple transient white dot syndrome, FFA image of the figure14-6-3 patient, a recovery phase, with no bright flexion abnormal fluorescence changes seen"
figure14-06-06,"FFA image of multiple transient socket point syndrome, FFA image of patient with figure14-6-5, with slightly granular hyperfluorescent changes in the corresponding parts of the white spots (white arrows)"
figure14-07-02,"FFA image of acute posterior polar multiple squamous pigment epitheliopathy (APMPPE) in the right eye, with hypofluorescence corresponding to the squamous foci in the early phase of contrast"
figure14-07-03,"FFA image of acute posterior polar multifocal squamous pigment epitheliopathy (APMPPE) in the right eye with late contrast foci of low fluorescence with gradual fluorescence leakage, hyperfluorescence that does not recede, and optic disc fluorescence leakage"
figure14-07-04C,"Acute posterior polar multiple squamous pigment epitheliopathy (APMPPE) in the right eye, FFA image 16 seconds, large hypofluorescent areas with interspersed uneven fluorescence are seen in the macular area and at the fundus lesion above it, with a large area of translucent fluorescence and focal staining on the side of the macular inscription, and scattered pigment obscuring the fluorescence."
figure14-07-04D,"Acute posterior polar multiple squamous pigment epitheliopathy (APMPPE) in the right eye, FFA image 5 minutes, squamous foci in the posterior pole stained with fluorescence, and scattered pigmented hypofluorescent areas in the center of the macula and in the posterior pole"
figure14-10-03,"FFA image of choroidal tuberculosis in the right eye, FFA image of 10 minutes, showing the lesion stained with fluorescence, higher in the center, with peripheral pigment obscuring the fluorescence"
figure14-11-02A,"FFA image of posterior scleritis in the right eye, FFA image of patient figure14-11-01, with marked peripapillary vascular migration, gradual strong fluorescence of the optic disc, and retinal detachment below"
figure14-11-02B,"FFA image of posterior scleritis in the right eye, FFA image of patient figure14-11-01, with marked peripapillary vascular migration, gradual strong fluorescence of the optic disc, and retinal detachment below"
figure14-11-02C,"FFA image of posterior scleritis in the right eye, FFA image of patient figure14-11-01, with marked peripapillary vascular migration, gradual strong fluorescence of the optic disc, and retinal detachment below"
figure14-11-02D,"FFA image of posterior scleritis in the right eye, FFA image of patient figure14-11-01, with marked peripapillary vascular migration, gradual strong fluorescence of the optic disc, and retinal detachment below"
figure14-14-01B,"Multifocal choroiditis in the left eye, FFA image 12 seconds, optic disc hyperfluorescence, hyperfluorescence at the yellow-white punctate foci, and out of the optic disc vein wall with staining."
figure14-14-01C,"Multifocal choroiditis in the left eye, FFA image 4 minutes, punctate hyperfluorescence without significant enlargement, light fluorescence leakage next to the veins of the exophthalmos."
figure14-14-01D,"Multifocal choroiditis in the left eye, FFA image 12 minutes, optic disc still hyperfluorescent, light fluorescent leakage around the optic disc and next to the veins, punctate hyperfluorescent foci of staining"
