Image_ID,en_caption
figure12-02-16,"Color fundus image of the right eye with adult-type vitelliform macular degeneration (dystrophy), with a subcircular yellowish-white lesion in the macular area, about 2 PD in size, with clear and slightly elevated margins, several yellow dots were also seen above the lesion, and the superficial detachment of the retina was pinned on the nasal part of the lesion. Clinical data: The patient was a 55-year-old male with decreased vision in the right eye for more than 1 month, and decreased vision in the left eye for 7-8 years, visual acuity was 0.2 in the right eye and 0.5 in the left eye, and the patient was ill in both eyes, and the macular lesion was larger in the right eye than in the left eye."
figure12-02-19,"Color fundus image of the left eye with adult-onset vitelliform macular degeneration (dystrophy), with an oblong, yellowish-white lesion about 1PD in size in the center of the macula on the lateral side of the nose, well defined, with two pigmented dots in the center of the lesion, and a ""stipe"" protruding from the mesial-temporal superior aspect of the lesion; the lesion has a very shallow retinal detachment on the surface of the lesion on the lateral side of the nose, and there are depigmented circles around the lesion."
figure12-02-22A,"Color fundus image of the right eye with adult-onset vitelliform macular dystrophy, with a very small yellow spot about 1/5 PD in size in the macula and the rest normal. CLINICAL DATA: Female patient, 45 years old. Vision loss in both eyes for about 1 year. Visual acuity was 0.05 in the right eye and 0.6 in the left eye."
figure12-02-22B,"Color fundus image of adult-onset vitelliform macular dystrophy in the left eye, with a small round yellow spot visible in the macula, about 1/4 PD in size. CLINICAL DATA: Female patient, 45 years old. Vision loss in both eyes for about 1 year. Visual acuity was 0.05 in the right eye and 0.6 in the left eye."
figure12-02-23A,"Color fundus image of the left eye with adult-type vitelliform macular dystrophy, with a crescent-shaped yellow spot in the center of the macula, which is bordered by several yellow dots."
figure12-02-24,"Color fundus image of butterfly-shaped macular pigment epithelial dystrophy in the right eye. Greenish-gray pigment changes and streaks were faintly seen within about 3 PD between the upper and lower macular blood segments, the optic disc and blood vessels were normal, and there was a small rounded atrophic focus in the center of the macula. Clinical data: The faithful female, 49 years old, right eye 0.15, left eye 0.5"
figure12-02-26,"Color fundus image of butterfly-shaped macular pigment epithelial dystrophy in the left eye: greenish-gray pigment changes and streaks are faintly visible in the macula within 3 PD between the upper and lower hemianthroids; the optic disc and blood vessels are normal; there is a small rounded foci of atrophy in the center of the macula, but the range is a little smaller; greenish-gray pigment changes such as a map can also be seen in the macular area, and the pigment streaks seem to be faintly visible and are not very obvious."
figure12-02-28,"Color fundus image of macular pattern pigment epithelial dystrophy in the right eye, most of the tiny yellow dots and dotted strips of pigment distribution can be seen in the macular area, the optic disc and blood vessels are normal"
figure12-02-29,"Color fundus image of macular graphic pigment epithelial dystrophy in the left eye, with most of the fine yellow dots and dotted residual shapes of pigment distribution visible in the macula. The optic disk and blood vessels are normal"
figure12-03-01,"Color fundus image of vitreous membrane warts in the right eye, the optic disc and blood vessels are normal, the macula can be seen in the deep layer of the retina in most of the yellowish-white dots (warts), located in the central part of the dots is larger, other parts of the dots is smaller, some dots have fusion, the dots have clear boundaries, slightly elevated. Clinical data: Female, 85 years old, vitreous warts in both eyes."
figure12-03-02,"Color fundus image of vitreous warts in the right eye, optic disc and blood vessels are normal, most yellow-white dots (warts) are seen in the macula and the side of the annoyance, some dots in the central part are fused to a larger size, and the retinoglossal tissues between the dots are normal. Most of the scattered yellowish-white dots (warts) are also seen in the fundus above and on the nose of the optic disc, and the dots are located in the deeper layers of the retina with a slight elevation."
figure12-03-05A,"Color fundus image of the right eye with white dotted retinal changes (white speckled fundus), with most of the tiny yellow-white dots, scattered, seen in the upper fundus, and no pigmentation between the yellow-white dots"
figure12-03-05B,"Color fundus image of the right eye with white dotted retinal changes (white speckled fundus), with most of the same fine yellowish-white dots visible in the temporal fundus"
figure12-03-05C,"White dotted retinal changes in the left eye (white speckled fundus) color fundus image, with most of the tiny yellow-white dots, scattered, seen in the upper fundus, and no pigmentation changes between the yellow-white dots"
figure12-03-05D,"Color fundus image of white dotted retinal changes (white speckled fundus) in the left eye, with most of the same fine yellow-white dots visible in the temporal fundus"
figure12-04-02,"Color fundus image of a congenital retinal split in the right eye with temporal hyaline gauze-like changes, scaffolded by retinal vessels. The veil is curled around the blood vessels and appears to be self-sheathing. The outer wall of the cleft has a mottled appearance"
figure12-04-03,"Color fundus image of a congenital retinal split in the right eye, which may have round or ovoid holes of varying size and number in the veil"
figure12-04-05,Color fundus image of a congenital retinal split in the left eye with a petaloid split in the macula
figure12-04-06,"Color fundus image of congenital retinoschisis with macular atrophic foci in the right eye, with optic disc blood vessels first directed to the nasal side, and then shifted to the supratemporal distribution, with remnants of membranes in front of the blood vessels, and an oblong atrophic foci in the center of the macula slightly larger than the optic disc, with stripes of pigment, with congenital retinoschisis visible in the inferior aspect of the eye (not shown in the figure). Clinical data: The patient was a 17-year-old male with 7 years of vision loss in both eyes, visual acuity: right 0.05#0.3, left 0.1#0.1, congenital retinal clefts in both eyes, and combined retinal detachment in the left eye."
figure12-04-08,"Color fundus image of a congenital retinal split in the right eye, with the split inner retina visible in the lower fundus in the form of a muslin, a large inner zap in the membrane, and blood vessels also visible walking with a"
figure12-04-09,"In the color fundus image of the left eye with congenital retinal split with old macular degeneration, the optic disc vessels also traveled nasally first and then shifted to supratemporal and inferior distribution (vascular inversion), macular shift, and an elongated foci of atrophy and pigmentation were seen in the center of the macula. Beyond 1 PD below the optic disc, a split retinal bulge with vascularization was seen."
figure12-04-11,"Color fundus image of the left eye with congenital retinal split combined with retinal detachment, the inner retinal layer and blood vessels are still visible in the lower fundus split into a book-like veil, due to retinal detachment. Due to the retinal detachment, the veil is not as clear as in the right eye."
figure12-04-12,"Color fundus image of the left eye with congenital retinal split combined with retinal detachment in the same patient as Figure 12-4-11. A portion of the veil and the blood vessels traveling on it are visible in the lower fundus, and the retinal detachment is visible in the lower right side of the fundus"
figure12-04-13,"Congenital retinal split combined with retinal detachment in the left eye (postoperative restoration), with longitudinal striated elevation visible in the temporal periphery, a ridge formed after external cushioning, and the detached retina restored"
figure12-04-16,"Traumatic retinal cleavage of the right eye, clinical data: the patient is a male, 42 years old, with a contusion of the right eye, accompanied by loss of vision and black shadow flashing sensation for 10 days. On examination, visual acuity was 1.2 in both eyes, KP in the right eye (+), aqueous humor flashes and floating cells (+), dusty vitreous clouding, and a few hemorrhages below. On follow-up two years later, visual acuity was l.2 in the right eye and 1.5 in the left eye, and the anterior segment of the globe was normal in both eyes. The macular pigmentation of the right eye was disturbed and the reflection disappeared; the retinal detachment of the upper posterior pole was the same as that of 2 years ago, only the retinal bulge was higher and the laser spot was seen in the periphery. 11~3 o'clock peripheral retinal bulge was not seen in the periphery, no laser spot was seen, and no other parts of the retina were found to be abnormal. Left macula is the same as the right eye, no other abnormalities."
figure12-04-17,"Traumatic retinal split in the right eye, patient's image above the nose. The retinal split is clearly visualized (arrow)."
figure12-04-18A,"Foramen ovale retinal detachment combined with retinal cysts in the left eye, with multiple retinal giant cysts of varying sizes (arrows) in the retina beneath the long-term detachment."
figure12-04-21A,Pulled retinal split in the left eye with irregular adhesion of the vitreous cortex with incomplete posterior detachment (arrow) to the retina. CLINICAL DATA: The patient had a history of total uveitis and had cataract surgery 2 years earlier
figure12-05-03,Non-compaction leukodystrophy
figure12-05-04,"Fundus image of an area of retinal lattice-like degeneration with clear gray-white borders and white lines between them, more pigmented"
figure12-05-05,Fundus image of retinal lattice-like degeneration area with multiple rows of retinal lattice-like degeneration areas and some of them are longitudinally oriented with denser grayish thickened margins
figure12-05-06,Horseshoe hole at the edge of the retinal lattice-like degeneration area
figure12-05-07,"Fundus image of the left eye with congenital retinal cleavage, the gray lines are the anterior and posterior edges of the cleavage, the inner and outer layers of the retina are separated, and there are also cleavage changes in the macular area"
figure12-06-01A,"Color fundus image of central corona retinalis choroidal atrophy in the left eye, showing a subcircular focus of choroidal atrophy in the macula, with translucent visualization of large choroidal vessels"
figure12-06-01B,"Color fundus image of central corona retinalis choroidal atrophy in the right eye, showing a subcircular focus of choroidal atrophy in the macula, with translucent visualization of choroidal macrovessels"
figure12-06-02A,"Central corona retinal choroidal atrophy in the left eye, color fundus image, the optic disc rim color is normal, there is a ring-shaped atrophic area around it, the blood vessels are normal, and there is a subcircular atrophic area of about 1.5 PD in the macula, and large blood vessels in the choroid are visible in the area, and some blood vessels are in the form of white lines. Clinical data: the patient is a male, 80 years old, with a visual acuity of 0.1 in the left eye and blindness in the other eye, hard vitreous warts are visible in the macular area of the left eye, and the macular lesion may be caused by age-related macular degenerative disease"
figure12-06-04A,"Color fundus image of cycloplegic choroidal retinal atrophy in the left eye, with a ""C""-shaped pigmentation disorder in the macula of the optic disc and choroidal vessels in the subnasal part of the optic disc"
figure12-06-04B,"Color fundus image of gyral choroidal retinal atrophy in the left eye, nasolateral fundus, pigmentation loss, and thick, straight choroidal vessels visible in a large area."
figure12-06-04C,"Color fundus image of cycloplegic choroidal retinal atrophy in the left eye, for the inferior fundus, with choroidal vessels visible in a large area, and most round foci of choroidal retinal atrophy about 1PD in size in the peripheral portion of the eye, with well defined borders, some fused together, and with only the large blood vessels of the choroid seen within the foci."
figure12-06-04D,"Color fundus image of cycloplegic choroidal retinal atrophy in the left eye, with the same choroidal vessels and peripheral rounded areas of choroidal retinal atrophy visible in the temporal fundus (the diagnosis was made on the basis of the clinical presentation only, and no aminocaproic acid test was performed)."
figure12-07-01A,"Fundus image of vascular-like streaks in the retina of the right eye, color fundus image with tan streak-like changes around the optic disc, radially arranged, located in the deeper layers of the retina."
figure12-08-01A,"Pathological myopic fundus lesion macular neovascularization and hemorrhage in the right eye, color fundus image with a large atrophic arc on the temporal side of the optic disc, scattered foci of yellowish-white atrophy in the macula, and hemorrhage in the center of the macula, about 1/2 PD in size and pigmented spots. CLINICAL INFORMATION: Patient is a female, 72 years old, with 0.03#0.2 (-8DS) in the right eye, 0.01#0.02 (-8DS) in the left eye"
figure12-08-02A,"Pathological myopic retinopathy with macular atrophic foci and pigmentation in the left eye, color fundus image, a large atrophic arc on the temporal side of the optic disc, 2 round and connected white atrophic foci in the center of the macula with scattered pigmented dots in the center, each rounded foci about 1PD in size"
figure12-08-03A,"Pathological myopic fundus lesion macular atrophy and reticular pigmentation color fundus image of the right eye, the optic disc is in an upright oval shape, surrounded by an atrophic area, a large atrophic arc of white color is visible outside the temporal atrophic area, and the macula is posteriorly graphed with heterogeneous white atrophic foci. There are pigmented spots in the center of the macula, and streaks of pigment."
figure12-08-03B,"Pathological myopic fundus lesion macular atrophy and reticular pigmented color fundus image of the left eye, with an upright oval optic disc slanting in, a large arc of atrophy on the temporal side, posterior staphylococcus in the macula, and white foci of atrophy in the region, scattered pigmented spots and pigmented bars."
figure12-08-04A,"Color fundus image of pathologic myopic fundus lesions in the right eye, with a large portion of the inferior portion of the optic disc, showing choroidal macrovessels and scattered areas of atrophy with mostly speckled streaks of pigmentation (triangular syndrome)."
figure12-08-04B,"Color fundus image of pathologic myopic fundus lesions in the left eye with a large atrophic arc on the temporal side of the optic disc, white speckled foci of atrophy and speckled pigmentation in the macula."
figure12-08-05A,"Color fundus image of macular hemorrhage in the right eye with pathologic myopia fundus lesion, an approximately 3 PD oval hemorrhagic area is seen in the macular region, some of its borders are not well defined, and the central part of the hemorrhage is much thicker, with 3 lacquer cracks."
figure12-08-05B,"Color fundus image of a macular hemorrhage in the left eye with pathologic myopia fundus lesion, which also has a circular hemorrhage of about 1 PD in the center of the macula, and a lacquer crackle outside the inferotemporal margin."
figure12-08-06,"Pathological myopia fundopathy macular lacunae combined with retinal detachment color fundus image of the right eye, with a large atrophic arc on the temporal side of the optic disc, staphylococcus at the posterior pole, a large white atrophic area visible, a bulge of retinal detachment at the posterior pole, retinal blood vessels crawling on it, and a macular lacunae. CLINICAL INFORMATION: The patient is a 58-year-old male with a 1-foot index in the right eye, visual acuity in the left eye, and -1 ODS in both eyes, which cannot be corrected. The left eye in this case also had pathologic myopic fundus lesions with macular lentigines"
figure12-08-07A,"Color fundus image of the right eye with pathologic myopic fundus lesions, a large atrophic arc on the temporal side of the optic disc, from the optic disc downward, following the course of the inferior temporal vein, with an atrophic area about 1 PD wide and 3 ~4 PD long, with pigmentation, and two rounded, whitish-colored foci of atrophy in the middle of the macula and just below the tips of the macula, with stippling of the pigmentation"
figure12-08-07B,"Color fundus image of the left eye with pathologic myopia and fundopathy, with a small punctate hemorrhage seen in the center of the macula"
figure12-08-08A,"Color fundus image of pathologic myopic fundus lesions in the left eye, with a large atrophic arc on the temporal side of the optic disc, posterior staphyloma at the posterior pole, and white flaky punctate foci of atrophy with scattered pigmentation visible"
figure12-08-08B,"Color fundus image of pathologic myopic fundus lesions in the right eye, with a larger area of peripapillary optic disc atrophy than in the left eye, also posterior scleral chylothorax, and three large, map-like foci of white atrophy with pigmented patches of hyperpigmentation on the temporal side of the macula."
figure12-08-09A,"Color fundus image of a pathologically myopic fundus lesion in the right eye, with the optic disc obliquely entering with a large temporal arc, posterior staphyloma of the macula, and an approximately 1/2 PD pigmented spot (Fuchs' spot) in the center of the macula, with foci of atrophy adjacent to it"
figure12-08-09B,"Color fundus image of pathologic myopic fundus lesions in the left eye, with the optic disc slanting in, temporal arc larger than in the right eye, posterior staphylococcus more pronounced than in the right eye, and also - circular approximately 1/2 PD pigmented spot in the center of the macula (Fuchs's spot) surrounded by an area of 2 PD atrophy"
figure12-08-10,"Color fundus image of a pathological myopic macular tear retinal detachment in the right eye, with a slightly lighter optic disc, poorly defined borders, and an ovoid macular tear in the center of the macula about 1/2 PD in size. The retinal detachment is elevated at the posterior pole."
figure12-08-11,"Pathological myopic fundus lesion macular hemorrhage pigmented spot color fundus image of the left eye with an oblique entry of the optic disc, a large atrophic arc on the temporal side, posterior scleral chylothorax, hemorrhage in the center of the macula in an area of about 1 PD, and a circular pigmented spot and focal atrophic spot in the center. CLINICAL INFORMATION: Patient is male, -8DS myopia"
figure12-09-01A,"Fundus image of small mouth disease, color fundus image of small mouth disease in the right eye with a normal optic disc. The peripapillary retina of the disk was golden yellow (under light adaptation). CLINICAL DATA: The patient is a female, 8 years old. Nocturnal blindness since childhood, with no perceived progression. Visual acuity was 0.8 in both eyes, and the fundus was golden yellow under light adaptation and returned to its normal hue under dark adaptation. Retinal electroretinogram (F-ERG) showed normal response of cone cells and no response of rod cells."
figure12-09-01B,"Fundus image of microphthalmia, color fundus image of microphthalmia in the right eye with a golden yellow fundus over the temporal area (under light adaptation). CLINICAL DATA: The patient is a female, 8 years old. Nocturnal blindness since childhood, with no perceived progression. Visual acuity was 0.8 in both eyes, and the fundus was golden yellow under light adaptation and returned to its normal hue under dark adaptation. Retinal electroretinogram (F-ERG) showed normal response of cone cells and no response of rod cells."
figure12-09-01C,"Fundus image of xerostomia, a colored fundus image of xerostomia in the right eye, with the temporal fundus also golden-yellow in color, and the vessels dark (under light adaptation) with a sense of relief. CLINICAL DATA: The patient is a female, 8 years old. Nocturnal blindness since childhood, with no perceived progression. Visual acuity was 0.8 in both eyes, and the fundus was golden yellow under light adaptation and returned to its normal hue under dark adaptation. Retinal electroretinogram (F-ERG) showed normal cone cell response and no rod cell response."
figure12-09-01D,"Fundus image of microphthalmia, a color fundus image of the right eye with microphthalmia, which returned to normal hue under dark adaptation, i.e., after 2 hours of bilateral occlusion. CLINICAL DATA: The patient was a female, 8 years old. She had night blindness since childhood without perceived progression. The visual acuity was 0.8 in both eyes, and the fundus was golden yellow under light adaptation and returned to normal color under dark adaptation. Retinal electroretinogram (F-ERG) showed normal cone cell response and no rod cell response."
figure12-09-01E,"Fundus image of xerostomia, a color fundus image of xerostomia in the left eye, with a golden yellow coloration of the upper fundus under light adaptation and darkened vessels in relief. CLINICAL DATA: The patient is a female, 8 years old. Night blindness since childhood, with no perceived progression. Visual acuity was 0.8 in both eyes, and the fundus was golden yellow under light adaptation and returned to its normal hue under dark adaptation. Retinal electroretinogram (F-ERG) showed normal cone cell response and no rod cell response."
figure12-09-01F,"Fundus image of microphthalmia, a color fundus image of the left eye with microphthalmia, with a golden-yellow coloration of the fundus on the subject side under light adaptation and a similar arterial venous coloration. CLINICAL DATA: The patient is a female, 8 years old. Night blindness was present from childhood, with no perceived progression. Visual acuity was 0.8 in both eyes, and the fundus was golden yellow under light adaptation and returned to normal color under dark adaptation. Retinal electroretinogram (F-ERG) showed normal cone cell response and no rod cell response."
figure12-09-01G,"Fundus image of xerophthalmia, a color fundus image of xerophthalmia in the left eye, with the fundus returning to normal hue under dark adaptation. CLINICAL DATA: The patient is a female, 8 years old. She had night blindness since childhood, which had not progressed. The visual acuity was 0.8 in both eyes, and the fundus was golden yellow in light adaptation and returned to normal color in dark adaptation. Retinal electroretinogram (F-ERG) showed normal cone cell response and no rod cell response."
figure12-09-02A,"Small mouth disease with aqueous tail phenomenon, for the right eye small mouth disease color fundus image, the whole fundus is gold foil-like yellow tone, macula and blood vessels dark, the rest is normal. Clinical data: The patient is a 61-year-old woman. Her vision was poor at night. Visual acuity was 0.6 in both eyes.The fundus of both eyes showed a golden yellow hue, which returned to normal after 2 hours of dark adaptation.ERG cone cell response was normal and rod cell response was decreased. Impression:Small mouth disease with aqueous tail phenomenon"
figure12-09-02B,"Small mouth disease with aqueous tailing, for the fundus above the right eye, with a more pronounced golden hue. The blood vessels were in relief. CLINICAL DATA: The patient is a female, 61 years old. Poor vision at night. Visual acuity was 0.6 in both eyes.Golden yellow tint in both fundus.The fundus tones returned to normal after 2 hours in dark adaptation.ERG optic cone cell response was normal and optic rod cell response was decreased. Impression:Small mouth disease with aqueous tail phenomenon"
figure12-09-02C,"Small mouth disease with aqueous tail phenomenon, for the left eye small mouth disease color fundus image, the whole fundus is gold foil-like yellow tone, macula and blood vessels dark, the rest is normal. Clinical data: The patient is a 61-year-old woman. Her vision was poor at night. Visual acuity was 0.6 in both eyes.The fundus of both eyes showed a golden yellow hue, which returned to normal after 2 hours of dark adaptation.ERG cone cell response was normal and rod cell response was decreased. Impression:Small mouth disease with aqueous tail phenomenon"
figure12-09-02F,"Small mouth disease with aqueous tail phenomenon, after 2 hours under dark adaptation, most of the right fundus returned to normal hue. CLINICAL INFORMATION: The patient is a female, 61 years old. Poor vision at night. Visual acuity was 0.6 in both eyes.The fundus of both eyes had a golden yellow hue, which returned to normal after 2 hours under dark adaptation.ERG cone cell response was normal, and rod cell response was decreased. Impression:Small mouth disease with aqueous tail phenomenon"
figure12-09-02G,"In small mouth disease with aqueous tailing, the tone of the upper fundus of the right eye recovered more than before after 2 hours under dark adaptation, but had not yet fully returned to its normal tone. For this part of the upper fundus with a heavier golden color, a longer period of time is needed for recovery. CLINICAL DATA: The patient is a female, 61 years old. Her vision was poor at night. Visual acuity was 0.6 in both eyes.The fundus of both eyes had a golden yellow hue, which returned to normal after 2 hours of dark adaptation.ERG cone cell response was normal and rod cell response was decreased. Impression:Small mouth disease with aqueous tail phenomenon"
figure12-09-02H,"Small mouth disease with aqueous tail phenomenon, after 2 hours under dark adaptation, the fundus of the left eye basically returned to normal hue. CLINICAL DATA: The patient is a female, 61 years old. Poor vision at night. Visual acuity was 0.6 in both eyes. the fundus of both eyes showed a golden yellow hue, which returned to normal after 2 hours of dark adaptation. the ERG cone cell response was normal, and the rod cell response was decreased. Impression:Small mouth disease with aqueous tail phenomenon"
figure13-01-01,Color fundus image of Coats' disease in the left eye with old exudative mechanization in the macular area and hard exudates seen above and below its temporal aspect
figure13-01-02,"Color fundus image of Coats disease in the left eye, with abnormal vasodilated areas of hemangiomas and exudates seen in the patient's infratemporal peripheral fundus"
figure13-01-06,Color fundus image of Coats disease in the right eye with extensive deep yellow exudation and hyperpigmentation in the posterior pole of the fundus
figure13-01-07,"Color fundus image of Coats disease macular lesion in the left eye, with yellowish-white exudate around the optic disc, and a well-defined lesion in the center of the macula in the form of an ovoid about 1.5 PD in size, slightly elevated, with blood vessels passing through it, which is also surrounded by yellowish-white exudate, especially below the macula, all under the retina"
figure13-02-01,"Color fundus image of right eye with parafoveal macular capillary dilatation, with numerous hemorrhages and microangiomas in the macular area"
figure13-02-04,Color fundus image of right eye with idiopathic macular pars plana capillaris with normal optic disc and blood ganglia. Capillary dilatation and microaneurysms are seen in the temporal side of the macular center. The periphery is surrounded by a yellowish-white ooze in an ovoid shape.
figure13-02-06,"Color fundus image of the left eye with idiopathic paramacular capillary dilatation, mild macular edema, a small number of peripapillary microangiomas, and a somewhat hard exudate on the temporal side of the macula"
figure13-03-03B,"Schematic diagram of ROP stage 1 changes, fundus image of the affected child"
figure13-03-04B,"Schematic representation of ROP stage 2 changes, with white cristae visible, blood vessels have crossed the cristae, and peripheral retinal vascularization is seen"
figure13-03-05B,"ROP stage 3 changes, retinal vascular proliferation on cristae"
figure13-03-06,"ROP stage 4 changes with retinal vascular proliferation on the cristae, a schematic, b fundus image"
figure13-03-09,"""Plus"" disease changes, retinal vascular filling and dilatation, occurring in stages 2 and 3, suggesting active lesions"
figure13-03-10,"Threshold lesion: zone 1, stage 3 +"
figure13-03-11,"Threshold lesion: zone 2, stage 3 +"
figure13-03-12,"Threshold lesions: zone 2, stage 3 + fundus image of a child at 2 months after laser surgery"
figure13-04-01,"Color fundus image of familial exudative vitreoretinopathy in the left eye with fundus changes at the posterior pole, optic disc dragging, sharpening of the angle between the superior and inferior temporal vascular arches, and branching of retinal vessels"
figure13-04-02,"Familial exudative vitreoretinopathy in the right eye, same patient as figure13-4-l, with fundus changes similar to those in the left eye"
figure13-04-07,"Color fundus image of familial exudative poikilodendritic retinopathy in the right eye, with a straight vascular course in the macular area of the posterior pole. Many vessels cross to the periphery. The whitish area on the temporal side of the macula is an artifact."
figure13-04-08,"Color fundus image of the left eye in a patient with familial exudative poikilodegenerative retinopathy in the right eye, with a straighter vascular course in the posterior pole that appears to be pulling toward the temporal side. It is more obvious than the right eye. There are many inter-vessel crossings, pigment scarring and hyperplastic membranes on the temporal side of the fundus. No detachment of pulling. White hook-like foci above the macula are artifacts."
figure13-04-09,"Color fundus image of familial exudative vitreoretinopathy combined with retinal detachment in the left eye shows undulating retinal detachment throughout the fundus, with higher detachment inferiorly temporally. The patient's right eye is typical of familial exudative vitreoretinopathy"
figure14-01-01,"Color fundus image of the right eye with intermediate uveitis, the fundus is not very clear due to vitreous clouding, the optic disc is to the right of the picture, the veins are tortuous and dilated, and it is not possible to determine if there is edema in the macula. There is a cellular reaction in the vitreous. There is inflammatory exudation in the retina in the lower periphery (not shown in the image)"
figure14-01-02,"Intermediate uveitis in the right eye, with a yellowish-white elevated snowbank-like change visible in the temporal periphery, which has a sharp anterior edge with a hyperplastic membrane"
figure14-02-01A,"Fundus image of the left eye in the active stage of Harada's disease, with retinal edema at the posterior pole and limited vesicular retinal detachment at the macula and upper and lower vascular arches."
figure14-02-03A,Fundus image of the active stage of Harada's disease with retinal edema in the macular area.
figure14-02-04A,"Color fundus image of the right eye before and after treatment for Harada's disease, with a high degree of exudative retinal detachment visible in the lower half of the eye with positional changes"
figure14-02-04B,"Color fundus image of the left eye before and after treatment for Harada's disease, with a high degree of exudative retinal detachment visible in the lower half of the eye with positional changes"
figure14-02-04C,"Color fundus images before and after treatment for Harada's disease. After glucocorticoid treatment, the fundus image of the left eye showed retinal reset, but it showed a ""nightshade-like fundus"" with hyperpigmented patches."
figure14-02-04D,"Color fundus images before and after treatment for Harada's disease. After glucocorticoid treatment, the fundus image of the right eye showed retinal reset, but it showed a ""nightshade-like fundus"" with hyperpigmented patches."
figure14-02-05A,"Fundus image of the recovering eye in Harada's disease, with a color fundus image of the posterior pole of the left eye, with an orange-red fundus and a yellowish-white nodule, known as the Dalen-Fuch nodule, visible below it."
figure14-02-05B,"Fundus image of recovering Harada's disease with a color fundus image of the lower periphery with an orange-red fundus and a yellow-white nodule, known as a Dalen-Fuch nodule, visible below."
figure14-02-08,Color fundus image of primary left intraocular B-cell lymphoma with foci of white retinal infiltration seen below the optic disc and below the vascular arch in the left eye
figure14-02-09,"Color fundus image of a patient recovering from Harada disease in the left eye after 2 months of chemotherapy, with complete resolution of the white infiltrating foci below the optic disc and below the vascular arches of the left eye, leaving only a residual stain"
figure14-03-01,"Color fundus image of leukoaraiosis fundus lesions in the left eye, with pale color in the lower half of the optic disc, indicating partial optic nerve atrophy, and white threads of vascular branches below, due to retinal vasculitis. Retinal neovascularization (white arrows) is seen temporally superior to the optic disc. Scattered old hemorrhages in the temporal inferior part of the macula"
figure14-03-02,"Post-treatment color fundus image of a patient with leukoaraiosis fundus lesions in the left eye, 1 week after glucocorticoid treatment in a figure14-3-1 patient, shows significantly smaller retinal neovascularization (white arrows). Vitreous clouding is reduced, so the fundus is clearer than before treatment"
figure14-04-03,"Acute retinal necrosis syndrome in the left eye with vitreous clouding in the left eye. The fundus is hazy, the optic disc is pale with unclear borders, the infratemporal and infranasal branch arteries are white sheaths or white lines, the veins are slightly filled, and there is a large focus of retinal necrosis in the temporal periphery (not shown in the picture)."
figure14-04-04,"Color fundus image of retinal necrosis syndrome in the left eye, same patient as figure14-4-3. Yellow-white retinal necrosis foci in the temporal peripheral fundus. The border is still clear, and retinal blood vessels can be seen in the foci."
figure14-04-06,"Color fundus image of retinal necrosis syndrome in the right eye with vitreous clouding and hazy fundus. A grayish-white necrotic focus is seen in the peripheral part of the lower part of the eye, and the two lower arteries are occluded as white lines."
figure14-04-07,"Color fundus image of retinal necrosis syndrome in the right eye with vitreous clouding, fundus hazy, and multiple foci of grayish-white retinal necrosis of various sizes still visible in the superior temporal equator region"
figure14-04-08,"Retinal necrosis syndrome combined with retinal detachment in the right eye, with retinal atrophy in the temporal periphery. Most of the retinal tears can be seen. Retinal detachment in the posterior pole"
figure14-04-09,"Color fundus image of retinal necrosis syndrome in the left eye with a hazy fundus with vitreous clouding. The optic disc is pale and the borders are indistinct, and the arteries exiting the optic disc are indistinguishable. There are large foci of yellow-white necrosis and scattered retinal hemorrhages in the peripapillary macula, and the peripheral fundus is not visible."
figure14-04-10A,"Color fundus image of right eye with retinal necrosis syndrome, in the right eye of patient figure14-4-9, shows a grayish-white necrotic focus in the temporal periphery. Several rows of laser spots are visible on its medial margin"
figure14-04-10B,"Color fundus image of the right eye with retinal necrosis syndrome, in the right eye of patient figure14-4-9, is a color fundus image of the same area after 1 month and 1O days of treatment. The necrotic foci have regressed. Vessels within the lesion area are white-lined. The medial laser spot is still visible"
figure14-05-01,Color fundus image of AIDS fundus lesions in the left eye with multiple silky cottony white spots below the optic disc. Striated hemorrhage. There is also a white spot below the macula.
figure14-05-02,"Color fundus image of the right eye with AIDS disease fundus lesions, with multiple round hemorrhages and one flame hemorrhage visible on the nasal side. There is also a small circular hemorrhage below the nose with a white center."
figure14-05-04,Color fundus image of cytomegalovirus retinitis (CMV) in the left eye with extensive edema exudation of grayish-white necrotic foci and flame hemorrhages in the macula and peripapillary retina (caused by AIDS disease)
figure14-05-05,Color fundus image of cytomegalovirus retinitis (CMV) in the left eye with grayish-white retinal necrotic foci and hemorrhages above the nose (caused by AIDS disease)
figure14-05-06,"CMV retinitis in the left eye, CMV retinitis in the left eye, with a large area of thick yellowish-white retinal clouding in the inferotemporal periphery, a large retinal hemorrhage along the vessels in the middle of the eye, uneven diameters of the two veins passing through the area of the lesion and white sheaths, and the lesion was located in the deeper layers of the retina, and was said to be like a cheese-and-tomato manifestation (caused by AIDS disease)"
figure14-05-07,"CMV retinitis in the left eye, CMV retinitis in the left eye. Dense milky yellowish-white retinal clouding in the posterior pole superiorly temporally, occupying almost the entire superior temporal quadrant, interspersed with mostly denser yellowish-white stippled clouding with scattered punctate hemorrhages, distinct above, with arteries appearing thin and narrow, and some of the veins appearing to be full (caused by AIDS disease)"
figure14-05-08,"CMV retinitis combined with retinal detachment in the right eye, CMV retinitis in the right eye, at the posterior pole of the fundus temporalis. A large lesion area can be seen, which has partially degenerated. By hemorrhage and pigmentation. A large retinal detachment bulge secondary to the lateral aspect of the lesion (caused by AlDS disease)."
